,Date,User,Tweet,hashtag,text,Segmented#
16,2023-02-11 10:02:35+00:00,imVkohli,1-0. Nagpur. ✅ https://t.co/GzfE7J1E2F,[],['nagpur'],
17,2023-02-08 08:16:11+00:00,imVkohli,Running into BGT starting tomorrow 🤩. Always a exciting series to be a part of 🏏 https://t.co/lgi4uvHrA7,[],"['running', 'bgt', 'starting', 'tomorrow', 'always', 'exciting', 'series', 'part']",
18,2023-02-08 03:35:01+00:00,imVkohli,"Bengaluru! It’s time to #OutrunYourself! Join the running revolution with one8 Run on 26th March 2023. Register now: https://t.co/LX8rjt6wLP 
#ad https://t.co/CAI3g6RNIJ","['OutrunYourself', 'ad']","['bengaluru', 'time', 'join', 'running', 'revolution', 'one', 'run', 'th', 'march', 'register']",outrun yourself ad
19,2023-02-07 05:04:18+00:00,imVkohli,Nothing beats the sad feeling of losing your new phone without even unboxing it ☹️ Has anyone seen it?,[],"['nothing', 'beat', 'sad', 'feeling', 'losing', 'new', 'phone', 'without', 'even', 'unboxing', 'ha', 'anyone', 'seen']",
20,2023-02-06 05:11:14+00:00,imVkohli,".@OceanBeverages is all about drinks with a plus. By adding real fruit flavors &amp; vitamins to water, using natural ingredients, and designing sustainable packaging;The result is a company that I’m happy to be a part of.O’cean is available in retail &amp; online stores
#Ad #Oceandrinks https://t.co/Fj1nb43ZiT","['Ad', 'Oceandrinks']","['drink', 'plus', 'adding', 'real', 'fruit', 'flavor', 'vitamin', 'water', 'using', 'natural', 'ingredient', 'designing', 'sustainable', 'packaging', 'result', 'company', 'im', 'happy', 'part', 'ofocean', 'available', 'retail', 'online', 'store']",ad  oceandrinks
21,2023-02-04 14:39:05+00:00,imVkohli,♥️ https://t.co/D3GIbI3Gcs,[],[],
22,2023-02-04 05:29:09+00:00,imVkohli,"INFINITE ♾️ Health Insurance? 3 years back when I invested in @heydigit, this didn’t seem possible. But now with Digit, you can make ♾️ claims from ♾️ backup of your sum insured! Dance? 😉

https://t.co/5h1UseBc5e

#SimpleInsurance #DigitDance #DigitHealthInsurance #Ad https://t.co/0fuF2WWaiF","['SimpleInsurance', 'DigitDance', 'DigitHealthInsurance', 'Ad']","['infinite', 'health', 'insurance', 'year', 'back', 'invested', 'didnt', 'seem', 'possible', 'digit', 'make', 'claim', 'backup', 'sum', 'insured', 'dance']",simple insurance  digit dance  digit health insurance  ad
23,2023-02-02 06:57:56+00:00,imVkohli,"Smile bigger and better 'coz makeO's BIG makeOver Sale is now LIVE! Get up to 25% off on @toothsialigners only from 1st to 14th Feb.makeO toothsi clear aligners are invisible, affordable and very comfortable. Now,that's a deal I like :)
#makeOtoothsi #aligners #toothsialigner #ad https://t.co/hgnTTl2sET","['makeOtoothsi', 'aligners', 'toothsialigner', 'ad']","['smile', 'bigger', 'better', 'coz', 'makeos', 'big', 'makeover', 'sale', 'live', 'get', 'st', 'th', 'febmakeo', 'toothsi', 'clear', 'aligners', 'invisible', 'affordable', 'comfortable', 'thats', 'deal', 'like']",make otoothsi aligners toothsialigner ad
24,2023-02-01 03:21:33+00:00,imVkohli,🚶🏻🚶🏻‍♀️❤️ https://t.co/qvx4T0TG4u,[],[],
25,2023-01-31 05:16:16+00:00,imVkohli,"Straight from the heart. #ad 
@StayWrogn https://t.co/FK6cojs7by",['ad'],"['straight', 'heart']",ad
26,2023-01-30 15:39:46+00:00,imVkohli,✨ https://t.co/HY5cEvXdmU,[],[],
27,2023-01-30 06:56:52+00:00,imVkohli,"Passion for cricket should know no gender! The hunt for the World Cup starts from February, not just in October! All the best @ImHarmanpreet 👏",[],"['passion', 'cricket', 'know', 'gender', 'hunt', 'world', 'cup', 'start', 'february', 'october', 'best']",
28,2023-01-29 14:58:53+00:00,imVkohli,U-19 World Cup Champions! What a special moment! Congratulations girls on your triumph 🏆🇮🇳,[],"['u', 'world', 'cup', 'champion', 'special', 'moment', 'congratulation', 'girl', 'triumph']",
29,2023-01-29 04:56:44+00:00,imVkohli,"They say life is a matter of choices,but not when both of them are so masaledaar!😍

Here's Too Yumm's new #VeggieStix and #MultigrainChips. Ab #AkkadBakkad karna band, jab dono ho itne yumm toh kyun choose karein one?😉

#TooYumm #Masala #Masaledaar #SnackingPartner #Crunchy #ad https://t.co/Ecctq2TWvz","['VeggieStix', 'MultigrainChips', 'AkkadBakkad', 'TooYumm', 'Masala', 'Masaledaar', 'SnackingPartner', 'Crunchy', 'ad']","['say', 'life', 'matter', 'choice', 'masaledaar', 'heres', 'yumms', 'new', 'ab', 'karna', 'band', 'jab', 'dono', 'ho', 'itne', 'yumm', 'toh', 'kyun', 'choose', 'karein', 'one']",veggie stix  multigrain chips  akkad bakkad  too yumm  masala  masaledaar  snacking partner  crunchy ad
30,2023-01-28 11:34:12+00:00,imVkohli,I think I know who this player is. Let’s see if your guess is as good as mine! 😉,[],"['think', 'know', 'player', 'let', 'see', 'guess', 'good', 'mine']",
