,Date,User,Tweet,hashtag,text,Segmented#
259,2023-02-25 03:32:38+00:00,narendramodi,बहुत-बहुत बधाई। कनेक्टिविटी में ही देश की समृद्धि निहित है और ये हमारी प्राथमिकताओं में सबसे ऊपर है।,[],[],
260,2023-02-25 03:32:20+00:00,narendramodi,अपने जिले के स्थापना दिवस को मनाने की बेहतरीन पहल! ऐसे प्रयासों से लोगों में अलग-अलग क्षेत्रों के बारे में जानने की उत्सुकता बढ़ेगी।,[],[],
261,2023-02-24 16:31:41+00:00,narendramodi,An unforgettable day in the Northeast…sharing highlights from today’s programmes in Nagaland and Meghalaya… https://t.co/2I0CU5On1B,[],"['unforgettable', 'day', 'northeastsharing', 'highlight', 'today', 'programme', 'nagaland', 'meghalaya']",
262,2023-02-24 16:00:38+00:00,narendramodi,The mood in Meghalaya is clear…record affection for BJP! https://t.co/BKYIUZ6V94,[],"['mood', 'meghalaya', 'clearrecord', 'affection', 'bjp']",
263,2023-02-24 10:18:04+00:00,narendramodi,"Exhilarating atmosphere at the rally in Tura. It's BJP all the way in Meghalaya.
 https://t.co/1w8amOYhNE",[],"['exhilarating', 'atmosphere', 'rally', 'tura', 'bjp', 'way', 'meghalaya']",
264,2023-02-24 09:47:04+00:00,narendramodi,Thank you Shillong. You are spectacular! https://t.co/D82wNoyA2X,[],"['thank', 'shillong', 'spectacular']",
265,2023-02-24 08:34:49+00:00,narendramodi,My thoughts are with our former President Smt. Pratibha Patil Ji and her family on the passing away of Dr. Devisingh Shekhawat Ji. He made a mark on society through his various community service efforts. Om Shanti.,[],"['thought', 'former', 'president', 'smt', 'pratibha', 'patil', 'ji', 'family', 'passing', 'away', 'dr', 'devisingh', 'shekhawat', 'ji', 'made', 'mark', 'society', 'various', 'community', 'service', 'effort', 'om', 'shanti']",
266,2023-02-24 08:07:23+00:00,narendramodi,Speaking in Shillong. Watch. https://t.co/t6FFzcxH1Q,[],"['speaking', 'shillong', 'watch']",
267,2023-02-24 07:26:34+00:00,narendramodi,Thank you Nagaland! Will always cherish the affection. https://t.co/y3j0Evb4oz,[],"['thank', 'nagaland', 'always', 'cherish', 'affection']",
268,2023-02-24 07:17:01+00:00,narendramodi,"In our endeavour of serving Nagaland, we have focussed on the poor and tribal sections of society. https://t.co/dNCrbrJ2Cg",[],"['endeavour', 'serving', 'nagaland', 'focussed', 'poor', 'tribal', 'section', 'society']",
269,2023-02-24 07:16:40+00:00,narendramodi,From technology to sports to StartUps…we have been working diligently for Nagaland’s progress. https://t.co/dO7YmeUpKq,[],"['technology', 'sport', 'startupswe', 'working', 'diligently', 'nagalands', 'progress']",
270,2023-02-24 07:16:23+00:00,narendramodi,We have focussed on furthering ‘Ease of Living’ and ‘Ease of Doing Business’ in Nagaland. https://t.co/VZxrQEm0Ta,[],"['focussed', 'furthering', 'ease', 'living', 'ease', 'business', 'nagaland']",
271,2023-02-24 07:16:04+00:00,narendramodi,"Corruption was a major issue that plagued the Northeast’s development. Now, resources are being utilised effectively for people’s growth. https://t.co/HK4XZO4aEQ",[],"['corruption', 'wa', 'major', 'issue', 'plagued', 'northeast', 'development', 'resource', 'utilised', 'effectively', 'people', 'growth']",
272,2023-02-24 07:15:18+00:00,narendramodi,"For decades, successive Congress governments ignored the Northeast. BJP has brought an era of peace, stability and development. https://t.co/rdWotuuSPA",[],"['decade', 'successive', 'congress', 'government', 'ignored', 'northeast', 'bjp', 'ha', 'brought', 'era', 'peace', 'stability', 'development']",
273,2023-02-24 06:08:42+00:00,narendramodi,Amrit Kaal Budget is aimed at strengthening the agriculture as well as cooperative sectors. Addressing a post-budget webinar. https://t.co/AhP2Wes1lN,[],"['amrit', 'kaal', 'budget', 'aimed', 'strengthening', 'agriculture', 'well', 'cooperative', 'sector', 'addressing', 'postbudget', 'webinar']",
274,2023-02-24 05:26:19+00:00,narendramodi,Gratitude to the people of Nagaland for their support. We are proud of the state's contribution to our nation. @BJP4Nagaland https://t.co/eTL6lqIYKN,[],"['gratitude', 'people', 'nagaland', 'support', 'proud', 'states', 'contribution', 'nation']",
275,2023-02-24 04:27:32+00:00,narendramodi,"The airport in Shivamogga will boost commerce, connectivity and enhance tourism.",[],"['airport', 'shivamogga', 'boost', 'commerce', 'connectivity', 'enhance', 'tourism']",
276,2023-02-24 04:27:05+00:00,narendramodi,"This is a noteworthy effort, which will greatly benefit children.",[],"['noteworthy', 'effort', 'greatly', 'benefit', 'child']",
277,2023-02-24 03:55:47+00:00,narendramodi,Sharing my remarks at the G20 Finance Ministers' and Central Bank Governors' Meeting. https://t.co/dD8Frp3QRh,[],"['sharing', 'remark', 'g', 'finance', 'minister', 'central', 'bank', 'governor', 'meeting']",
278,2023-02-24 03:44:59+00:00,narendramodi,ಬಿಜೆಪಿಯ ಒಬ್ಬ ಕಾರ್ಯಕರ್ತನಾದ ನನಗೆ ಈ ಭಾಷಣ ಅತ್ಯಂತ ಸ್ಫೂರ್ತಿದಾಯಕ ಎಂದೆನಿಸಿದೆ.  ಇದರಲ್ಲಿ ನಮ್ಮ ಪಕ್ಷದ ನೈತಿಕತೆಯೂ ಅಡಕವಾಗಿದೆ. ಇದು ಖಂಡಿತವಾಗಿಯೂ ಇತರ ಕಾರ್ಯಕರ್ತರಿಗೂ ಸ್ಫೂರ್ತಿ ನೀಡುತ್ತದೆ.,[],['  '],
279,2023-02-23 07:10:50+00:00,narendramodi,"Had a great discussion with you on diverse subjects, particularly futuristic sectors of growth and innovation. @DavidMalpassWBG",[],"['great', 'discussion', 'diverse', 'subject', 'particularly', 'futuristic', 'sector', 'growth', 'innovation']",
280,2023-02-23 04:44:33+00:00,narendramodi,Amrit Kaal Budget accelerates the momentum for green growth. Sharing my remarks at a webinar. https://t.co/VHyTUqZWue,[],"['amrit', 'kaal', 'budget', 'accelerates', 'momentum', 'green', 'growth', 'sharing', 'remark', 'webinar']",
281,2023-02-23 02:54:49+00:00,narendramodi,यह देखकर अच्छा लगा कि आपने ‘आदि महोत्सव’ में इतनी रुचि ली। आदिवासी समाज की संस्कृति और उनके खानपान से जुड़ा आपका अनुभव उत्साह बढ़ाने वाला है।,[],[],
282,2023-02-23 02:54:23+00:00,narendramodi,ग्रीन एनर्जी के क्षेत्र में सतत विकास के लिए हमारी सरकार पूरी तरह से प्रतिबद्ध है।,[],[],
283,2023-02-23 02:54:02+00:00,narendramodi,Commendable!,[],['commendable'],
284,2023-02-23 02:53:30+00:00,narendramodi,बहुत बढ़िया! प्रकृति के साथ जुड़ाव भी और स्वस्थ खानपान भी... बाकी लोग भी इसे अपने घर में आजमा सकते हैं।,[],[],
285,2023-02-23 02:52:08+00:00,narendramodi,"At 10 AM, I would be addressing a webinar that focuses on aspects relating to green growth in this year’s Budget. Urging all those passionate about the energy sector and boosting sustainable development to join the webinar.",[],"['would', 'addressing', 'webinar', 'focus', 'aspect', 'relating', 'green', 'growth', 'year', 'budget', 'urging', 'passionate', 'energy', 'sector', 'boosting', 'sustainable', 'development', 'join', 'webinar']",
